No,Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh),Frequency (Hz),PF
3313,1/6/2026,16:58:00,192.4,0.25,17.7,5.36,50,0.37
3314,1/6/2026,16:56:00,190,0.25,17.2,5.36,50,0.36
3315,1/6/2026,16:54:00,187.3,0.25,17.2,5.36,50,0.37
3316,1/6/2026,16:52:00,185.5,0.26,18.5,5.36,50,0.38
3317,1/6/2026,16:50:00,187.3,0.26,17.7,5.36,50,0.37
3318,1/6/2026,16:48:00,187.2,0.27,19.1,5.36,50,0.38
3319,1/6/2026,16:46:00,190.1,0.25,17.2,5.36,50,0.36
3320,1/6/2026,16:44:00,188.4,0.25,17.1,5.36,50,0.36
3321,1/6/2026,16:42:00,189.6,0.24,16,5.36,49.9,0.35
3322,1/6/2026,16:40:00,190.5,0.24,16.3,5.36,50,0.35
3323,1/6/2026,16:38:00,192.6,0.24,15.9,5.36,50,0.34
3324,1/6/2026,16:36:00,193,0.25,16.5,5.36,50,0.34
3325,1/6/2026,16:34:00,192.6,0.3,20.9,5.36,50,0.36
3326,1/6/2026,16:32:00,193,0.24,17.1,5.36,50,0.37
3327,1/6/2026,16:30:00,192.8,0.23,16.5,5.36,50,0.37
3328,1/6/2026,16:28:00,190.6,0.24,16,5.36,50,0.35
3329,1/6/2026,16:26:00,190.8,0.25,16.3,5.36,49.9,0.34
3330,1/6/2026,16:24:00,189.5,0.27,18.7,5.36,50,0.36
3331,1/6/2026,16:22:00,188.8,0.24,16.2,5.35,50,0.35
3332,1/6/2026,16:20:00,190.8,0.24,16.1,5.35,50,0.35
3333,1/6/2026,16:18:00,190.6,0.24,17.2,5.35,49.9,0.38
3334,1/6/2026,16:16:00,189.7,0.25,16.2,5.35,50,0.35
3335,1/6/2026,16:14:00,188.3,0.24,16,5.35,50,0.35
3336,1/6/2026,16:12:00,191.4,0.25,16.5,5.35,50,0.34
3337,1/6/2026,16:10:00,190.5,0.24,16,5.35,49.9,0.35
3338,1/6/2026,16:08:00,190.9,0.25,16.2,5.35,50,0.34
3339,1/6/2026,16:06:00,188.8,0.24,15.9,5.35,50,0.35
3340,1/6/2026,16:04:00,186.3,0.26,17.2,5.35,50,0.36
3341,1/6/2026,16:02:00,188.8,0.26,18,5.35,50,0.36
3342,1/6/2026,16:00:00,188.7,0.26,17.2,5.35,50,0.35
3343,1/6/2026,15:58:00,188.6,0.25,16.8,5.35,50,0.35
3344,1/6/2026,15:56:00,193.5,0.25,16.9,5.35,50,0.35
3345,1/6/2026,15:54:00,189.8,0.26,17.3,5.35,50,0.35
3346,1/6/2026,15:52:00,188.7,0.26,17.4,5.35,50,0.36
3347,1/6/2026,15:50:00,187.9,0.25,16.9,5.34,49.9,0.35
3348,1/6/2026,15:48:00,192.5,0.26,17,5.34,50,0.34
3349,1/6/2026,15:46:00,194.4,0.24,17,5.34,50,0.36
3350,1/6/2026,15:44:00,191.6,0.26,16.8,5.34,50,0.34
3351,1/6/2026,15:42:00,188.3,0.25,16.2,5.34,50,0.34
3352,1/6/2026,15:40:00,187.9,0.25,16.1,5.34,50,0.34
3353,1/6/2026,15:38:00,189,0.25,15.9,5.34,50,0.34
3354,1/6/2026,15:36:00,188.1,0.25,15.9,5.34,50,0.34
3355,1/6/2026,15:34:00,186.2,0.25,16.4,5.34,50,0.35
3356,1/6/2026,15:32:00,188.6,0.25,16.7,5.34,50,0.35
3357,1/6/2026,15:30:00,191,0.25,16.1,5.34,50,0.34
3358,1/6/2026,15:28:00,190,0.25,16,5.34,50,0.34
3359,1/6/2026,15:26:00,191.8,0.23,16.3,5.34,50,0.37
3360,1/6/2026,15:24:00,193.2,0.23,15.9,5.34,50,0.36
3361,1/6/2026,15:22:00,189.7,0.23,16.6,5.34,50,0.38
3362,1/6/2026,15:20:00,191.9,0.23,16.2,5.34,50,0.37
3363,1/6/2026,15:18:00,188.9,0.23,16.2,5.34,50,0.37
3364,1/6/2026,15:16:00,191.5,0.23,16,5.34,50,0.37
3365,1/6/2026,15:14:00,191.9,0.23,16.3,5.34,49.9,0.37
3366,1/6/2026,15:12:00,192.6,0.24,17.2,5.33,49.9,0.37
3367,1/6/2026,15:10:00,191.2,0.23,16.1,5.33,50,0.37
3368,1/6/2026,15:08:00,190.5,0.23,16.2,5.33,50,0.37
3369,1/6/2026,15:06:00,187.9,0.25,15.7,5.33,50,0.34
3370,1/6/2026,15:04:00,189.9,0.24,16.8,5.33,50,0.37
3371,1/6/2026,15:02:00,189.5,0.24,17,5.33,50,0.38
3372,1/6/2026,15:00:00,191.1,0.25,18.2,5.33,50,0.38
3373,1/6/2026,14:58:00,191,0.24,17.1,5.33,50,0.37
3374,1/6/2026,14:56:00,192.9,0.24,16.9,5.33,50,0.37
3375,1/6/2026,14:54:00,193.2,0.24,16.8,5.33,50,0.37
3376,1/6/2026,14:52:00,194.6,0.23,16.7,5.33,50,0.37
3377,1/6/2026,14:50:00,190.8,0.24,16.9,5.33,50,0.37
3378,1/6/2026,14:48:00,189.3,0.26,17.2,5.33,50,0.34
3379,1/6/2026,14:46:00,191.7,0.27,17.4,5.33,50,0.34
3380,1/6/2026,14:44:00,193.2,0.24,16.9,5.33,50,0.36
3381,1/6/2026,14:42:00,193,0.23,16.2,5.33,50,0.36
3382,1/6/2026,14:40:00,188.6,0.25,16.1,5.32,50,0.34
3383,1/6/2026,14:38:00,191.5,0.25,15.6,5.32,50,0.33
3384,1/6/2026,14:36:00,193,0.23,16.1,5.32,50,0.36
3385,1/6/2026,14:34:00,192.6,0.24,16.9,5.32,49.9,0.37
3386,1/6/2026,14:32:00,190.1,0.25,15.8,5.32,50,0.34
3387,1/6/2026,14:30:00,188,0.25,15.9,5.32,50,0.34
3388,1/6/2026,14:28:00,187.9,0.26,17.5,5.32,50,0.35
3389,1/6/2026,14:26:00,191.5,0.23,16.1,5.32,49.9,0.37
3390,1/6/2026,14:24:00,189.7,0.23,16.7,5.32,50,0.38
3391,1/6/2026,14:22:00,189.3,0.26,19.2,5.32,50,0.39
3392,1/6/2026,14:20:00,189.4,0.23,16.1,5.32,50,0.37
3393,1/6/2026,14:18:00,190.6,0.24,15.7,5.32,50,0.34
3394,1/6/2026,14:16:00,192.3,0.24,15.6,5.32,50,0.34
3395,1/6/2026,14:14:00,193.5,0.23,16,5.32,50,0.36
3396,1/6/2026,14:12:00,192.5,0.23,16.2,5.32,50,0.36
3397,1/6/2026,14:10:00,189.6,0.24,17.6,5.32,50,0.38
3398,1/6/2026,14:08:00,192.6,0.23,16.3,5.32,50,0.37
3399,1/6/2026,14:06:00,187.8,0.25,15.9,5.32,50,0.34
3400,1/6/2026,14:04:00,188.9,0.25,16.8,5.32,50,0.35
3401,1/6/2026,14:02:00,192.1,0.24,17.3,5.32,50,0.38
3402,1/6/2026,14:00:00,188.7,0.25,18.1,5.31,49.9,0.39
3403,1/6/2026,13:58:00,187.9,0.24,17.3,5.31,50,0.39
3404,1/6/2026,13:56:00,189.9,0.25,16.8,5.31,50,0.35
3405,1/6/2026,13:54:00,189.8,0.25,17,5.31,50,0.35
3406,1/6/2026,13:52:00,194.2,0.24,17.4,5.31,50,0.37
3407,1/6/2026,13:50:00,192.6,0.24,17.4,5.31,50,0.38
3408,1/6/2026,13:48:00,191.8,0.24,17.8,5.31,50,0.38
3409,1/6/2026,13:46:00,191.6,0.24,17,5.31,50,0.37
3410,1/6/2026,13:44:00,190.4,0.27,20.2,5.31,50,0.4
3411,1/6/2026,13:42:00,190.3,0.31,21.9,5.31,50,0.37
3412,1/6/2026,13:40:00,190.7,0.26,16.7,5.31,50,0.34
3413,1/6/2026,13:38:00,190.3,0.24,17.3,5.31,49.9,0.38
3414,1/6/2026,13:36:00,193.1,0.24,17.3,5.31,50,0.37
3415,1/6/2026,13:34:00,190,0.24,17.2,5.31,49.9,0.38
3416,1/6/2026,13:32:00,189.1,0.25,18.1,5.31,50,0.39
3417,1/6/2026,13:30:00,188.4,0.24,17.5,5.3,50,0.38
3418,1/6/2026,13:28:00,188.2,0.24,17.5,5.3,50,0.38
3419,1/6/2026,13:26:00,189.7,0.24,17.4,5.3,49.9,0.38
3420,1/6/2026,13:24:00,191.1,0.24,17.3,5.3,50,0.38
3421,1/6/2026,13:22:00,190,0.23,16.1,5.3,50,0.37
3422,1/6/2026,13:20:00,190.4,0.23,16.6,5.3,50,0.37
3423,1/6/2026,13:18:00,184.6,0.25,16,5.3,49.9,0.35
3424,1/6/2026,13:16:00,184.4,0.25,16.2,5.3,50,0.35
3425,1/6/2026,13:14:00,188.2,0.23,16.2,5.3,49.9,0.37
3426,1/6/2026,13:12:00,187.6,0.24,16.6,5.3,49.9,0.37
3427,1/6/2026,13:10:00,189.8,0.23,16.2,5.3,50,0.36
3428,1/6/2026,13:08:00,190.3,0.24,16.9,5.3,50,0.37
3429,1/6/2026,13:06:00,193.3,0.23,16.2,5.3,50,0.36
3430,1/6/2026,13:04:00,189,0.23,16.4,5.3,49.9,0.37
3431,1/6/2026,13:02:00,191.8,0.24,16.8,5.3,49.9,0.37
3432,1/6/2026,13:00:00,192.7,0.23,16.1,5.3,50,0.36
3433,1/6/2026,12:58:00,192.6,0.23,16.2,5.3,50,0.36
3434,1/6/2026,12:56:00,191.2,0.25,17.8,5.3,50,0.38
3435,1/6/2026,12:54:00,191.2,0.24,17,5.3,50,0.37
3436,1/6/2026,12:52:00,188,0.24,17.1,5.29,50,0.38
3437,1/6/2026,12:50:00,189.5,0.25,17.6,5.29,50,0.38
3438,1/6/2026,12:48:00,188.9,0.25,17.8,5.29,50,0.38
3439,1/6/2026,12:46:00,189.4,0.26,17.2,5.29,50,0.34
3440,1/6/2026,12:44:00,187.5,0.26,17.3,5.29,49.9,0.35
3441,1/6/2026,12:42:00,192,0.24,17.1,5.29,50,0.37
3442,1/6/2026,12:40:00,192.7,0.24,16.6,5.29,49.9,0.35
3443,1/6/2026,12:38:00,190.9,0.33,25.4,5.29,50,0.4
3444,1/6/2026,12:36:00,194.9,0.31,25.5,5.29,50,0.42
3445,1/6/2026,12:34:00,196.4,0.31,25.7,5.29,49.9,0.42
3446,1/6/2026,12:32:00,191.4,0.34,25.3,5.29,49.9,0.39
3447,1/6/2026,12:30:00,193.4,0.33,24.7,5.29,50,0.39
3448,1/6/2026,12:28:00,192.1,0.31,25.2,5.29,50,0.42
3449,1/6/2026,12:26:00,195,0.31,24.3,5.28,50,0.4
3450,1/6/2026,12:24:00,191.9,0.34,25.1,5.28,50,0.39
3451,1/6/2026,12:22:00,195.7,0.33,24.5,5.28,50,0.38
3452,1/6/2026,12:20:00,195.7,0.33,24.5,5.28,50,0.38
3453,1/6/2026,12:18:00,196.9,0.33,24.9,5.28,50,0.38
3454,1/6/2026,12:16:00,193.2,0.32,23.7,5.28,50,0.39
3455,1/6/2026,12:14:00,190.4,0.32,23.9,5.28,50,0.39
3456,1/6/2026,12:12:00,191.3,0.32,24.3,5.28,50,0.39
3457,1/6/2026,12:10:00,187.8,0.31,23.5,5.28,50,0.4
3458,1/6/2026,12:08:00,189.3,0.31,23.4,5.28,50,0.4
3459,1/6/2026,12:06:00,190.6,0.31,23.7,5.28,50,0.4
3460,1/6/2026,12:04:00,191.9,0.34,25.8,5.28,50,0.4
3461,1/6/2026,12:02:00,190.4,0.33,25.4,5.28,50,0.4
3462,1/6/2026,12:00:00,192.4,0.37,29.7,5.27,50,0.42
3463,1/6/2026,11:58:00,195.4,0.32,24.4,5.27,49.9,0.39
3464,1/6/2026,11:56:00,189.8,0.32,24.5,5.27,50,0.4
3465,1/6/2026,11:54:00,193.5,0.32,24.3,5.27,50,0.4
3466,1/6/2026,11:52:00,197.7,0.32,24.8,5.27,50,0.39
3467,1/6/2026,11:50:00,199,0.3,24.7,5.27,50,0.41
3468,1/6/2026,11:48:00,197.1,0.32,24.5,5.27,50,0.39
3469,1/6/2026,11:46:00,194.6,0.32,24.4,5.27,50,0.39
3470,1/6/2026,11:44:00,194.2,0.32,24.7,5.27,49.9,0.39
3471,1/6/2026,11:42:00,196,0.32,25,5.27,50,0.4
3472,1/6/2026,11:40:00,194.7,0.32,24.9,5.27,50,0.4
3473,1/6/2026,11:38:00,196.1,0.33,25.9,5.26,49.9,0.4
3474,1/6/2026,11:36:00,195,0.32,24.9,5.26,50,0.4
3475,1/6/2026,11:34:00,195.2,0.32,25.5,5.26,50,0.4
3476,1/6/2026,11:32:00,197.7,0.33,25.5,5.26,50,0.39
3477,1/6/2026,11:30:00,195.6,0.32,24.9,5.26,50,0.4
3478,1/6/2026,11:28:00,193.9,0.32,24.1,5.26,50,0.39
3479,1/6/2026,11:26:00,194.6,0.31,23.9,5.26,50,0.39
3480,1/6/2026,11:24:00,189.9,0.32,24.5,5.26,50,0.4
3481,1/6/2026,11:22:00,192.5,0.36,28.1,5.26,50,0.41
3482,1/6/2026,11:20:00,193.4,0.34,26.3,5.26,49.9,0.4
3483,1/6/2026,11:18:00,196.3,0.31,23.3,5.26,50,0.38
3484,1/6/2026,11:16:00,194.1,0.31,23.4,5.26,50,0.38
3485,1/6/2026,11:14:00,194,0.32,24.1,5.26,49.9,0.39
3486,1/6/2026,11:12:00,195.1,0.33,25,5.25,50,0.39
3487,1/6/2026,11:10:00,194.3,0.33,25.2,5.25,49.9,0.39
3488,1/6/2026,11:08:00,193.6,0.33,25.1,5.25,50,0.39
3489,1/6/2026,11:06:00,193.3,0.32,24.4,5.25,50,0.39
3490,1/6/2026,11:04:00,194.5,0.32,25,5.25,50,0.4
3491,1/6/2026,11:02:00,189.7,0.34,25.9,5.25,50,0.41
3492,1/6/2026,11:00:00,185.6,0.37,29.9,5.25,50,0.43
3493,1/6/2026,10:58:00,183.6,0.33,25.1,5.25,50,0.42
3494,1/6/2026,10:56:00,187.5,0.32,24.7,5.25,50,0.41
3495,1/6/2026,10:54:00,191.2,0.32,24.6,5.25,49.9,0.4
3496,1/6/2026,10:52:00,189.4,0.33,24.9,5.25,50,0.4
3497,1/6/2026,10:50:00,190.9,0.32,24.5,5.24,50,0.4
3498,1/6/2026,10:48:00,192.8,0.33,25.4,5.24,50,0.4
3499,1/6/2026,10:46:00,193.3,0.31,25.7,5.24,50,0.43
3500,1/6/2026,10:44:00,192.9,0.31,25.3,5.24,49.9,0.43
3501,1/6/2026,10:42:00,192.1,0.32,24.3,5.24,50,0.4
3502,1/6/2026,10:40:00,189.1,0.32,24.7,5.24,50,0.41
3503,1/6/2026,10:38:00,192.4,0.32,24.9,5.24,50,0.4
3504,1/6/2026,10:36:00,191,0.32,24.3,5.24,50,0.4
3505,1/6/2026,10:34:00,190,0.33,25.2,5.24,50,0.41
3506,1/6/2026,10:32:00,190,0.32,24.7,5.24,50,0.4
3507,1/6/2026,10:30:00,189.5,0.33,24.7,5.24,50,0.4
3508,1/6/2026,10:28:00,192.4,0.33,25.3,5.24,49.9,0.39
3509,1/6/2026,10:26:00,193.7,0.32,24.6,5.24,50,0.39
3510,1/6/2026,10:24:00,193.6,0.34,26.4,5.23,50,0.4
3511,1/6/2026,10:22:00,196.5,0.32,24.3,5.23,50,0.38
3512,1/6/2026,10:20:00,193.8,0.32,24.5,5.23,50,0.39
3513,1/6/2026,10:18:00,195,0.32,24.4,5.23,50,0.39
3514,1/6/2026,10:16:00,192,0.34,26.3,5.23,50,0.4
3515,1/6/2026,10:14:00,192.9,0.31,25.3,5.23,49.9,0.43
3516,1/6/2026,10:12:00,192.3,0.33,24.6,5.23,50,0.39
3517,1/6/2026,10:10:00,190.9,0.33,25,5.23,50,0.39
3518,1/6/2026,10:08:00,191.7,0.34,25.8,5.23,50,0.4
3519,1/6/2026,10:06:00,188.4,0.49,39.2,5.23,50,0.42
3520,1/6/2026,10:04:00,186.3,0.43,34.3,5.22,50,0.42
3521,1/6/2026,10:02:00,186.6,0.42,32.9,5.22,50,0.42
3522,1/6/2026,10:00:00,186.2,0.31,25.6,5.22,49.9,0.45
3523,1/6/2026,9:58:00,189.5,0.32,27.7,5.22,50,0.45
3524,1/6/2026,9:56:00,187.4,0.39,34.2,5.22,50,0.47
3525,1/6/2026,9:54:00,186.7,0.33,28,5.22,50,0.46
3526,1/6/2026,9:52:00,182.7,0.32,27.2,5.22,50,0.46
3527,1/6/2026,9:50:00,185.2,0.38,33.4,5.22,50,0.47
3528,1/6/2026,9:48:00,188.3,0.31,25.7,5.22,49.9,0.45
3529,1/6/2026,9:46:00,186.8,0.4,32.5,5.22,50,0.43
3530,1/6/2026,9:44:00,186.5,0.33,25.4,5.22,49.9,0.41
3531,1/6/2026,9:42:00,188.3,0.36,31.5,5.21,50,0.46
3532,1/6/2026,9:40:00,186.5,0.31,24,5.21,50,0.42
3533,1/6/2026,9:38:00,187.2,0.32,24,5.21,50,0.41
3534,1/6/2026,9:36:00,184.5,0.33,25.5,5.21,49.9,0.42
3535,1/6/2026,9:34:00,187.5,0.3,24.4,5.21,50,0.44
3536,1/6/2026,9:32:00,185.8,0.3,24.8,5.21,50,0.45
3537,1/6/2026,9:30:00,182.9,0.32,24.1,5.21,49.9,0.42
3538,1/6/2026,9:28:00,184.3,0.31,23.9,5.21,50,0.41
3539,1/6/2026,9:26:00,187,0.33,28.1,5.21,50,0.45
3540,1/6/2026,9:24:00,193,0.29,24.1,5.21,50,0.43
3541,1/6/2026,9:22:00,191.2,0.33,27.7,5.21,50,0.44
3542,1/6/2026,9:20:00,190.3,0.32,24.8,5.2,49.9,0.4
3543,1/6/2026,9:18:00,189.8,0.33,25,5.2,50,0.4
3544,1/6/2026,9:16:00,190.2,0.31,26.3,5.2,50,0.44
3545,1/6/2026,9:14:00,193.3,0.3,25,5.2,49.9,0.43
3546,1/6/2026,9:12:00,193.9,0.3,25.1,5.2,50,0.43
3547,1/6/2026,9:10:00,194.6,0.3,25.5,5.2,49.9,0.43
3548,1/6/2026,9:08:00,192.8,0.3,25.3,5.2,50,0.44
3549,1/6/2026,9:06:00,192.7,0.33,25.8,5.2,50,0.41
3550,1/6/2026,9:04:00,195.9,0.3,25.4,5.2,50,0.43
3551,1/6/2026,9:02:00,195.7,0.3,25.6,5.2,49.9,0.43
3552,1/6/2026,9:00:00,195.4,0.32,25.2,5.2,50,0.4
3553,1/6/2026,8:58:00,194,0.33,25.1,5.2,50,0.4
3554,1/6/2026,8:56:00,192.2,0.31,25.7,5.2,50,0.44
3555,1/6/2026,8:54:00,194.1,0.31,25.5,5.19,50,0.43
3556,1/6/2026,8:52:00,192,0.32,24.9,5.19,50,0.4
3557,1/6/2026,8:50:00,192.1,0.32,24.7,5.19,50,0.4
3558,1/6/2026,8:48:00,192.2,0.32,24.6,5.19,50,0.41
3559,1/6/2026,8:46:00,194.3,0.31,26.4,5.19,50,0.43
3560,1/6/2026,8:44:00,190.5,0.31,25.4,5.19,50,0.44
3561,1/6/2026,8:42:00,191.6,0.31,25.6,5.19,49.9,0.44
3562,1/6/2026,8:40:00,195,0.3,25.6,5.19,50,0.43
3563,1/6/2026,8:38:00,196.8,0.3,25.6,5.19,50,0.43
3564,1/6/2026,8:36:00,195.9,0.36,31.6,5.19,49.9,0.45
3565,1/6/2026,8:34:00,193.8,0.4,34.7,5.18,50,0.45
3566,1/6/2026,8:32:00,192,0.35,29.8,5.18,49.9,0.45
3567,1/6/2026,8:30:00,191.3,0.4,35,5.18,49.9,0.46
3568,1/6/2026,8:28:00,192.7,0.3,24.8,5.18,50,0.43
3569,1/6/2026,8:26:00,192.9,0.3,24.4,5.18,49.9,0.42
3570,1/6/2026,8:24:00,193.3,0.3,24.3,5.18,50,0.42
3571,1/6/2026,8:22:00,193.4,0.3,24.4,5.18,50,0.42
3572,1/6/2026,8:20:00,197.2,0.29,24.1,5.18,50,0.42
3573,1/6/2026,8:18:00,196.2,0.31,25.3,5.18,50,0.42
3574,1/6/2026,8:16:00,198.4,0.3,25,5.18,49.9,0.42
3575,1/6/2026,8:14:00,195.9,0.31,26,5.18,50,0.43
3576,1/6/2026,8:12:00,196,0.31,25.3,5.18,50,0.42
3577,1/6/2026,8:10:00,193.2,0.31,26,5.17,49.9,0.43
3578,1/6/2026,8:08:00,190.7,0.31,25.5,5.17,50,0.43
3579,1/6/2026,8:06:00,191.2,0.31,25.2,5.17,49.9,0.43
3580,1/6/2026,8:04:00,188.4,0.31,25.5,5.17,49.9,0.44
3581,1/6/2026,8:02:00,188.4,0.31,25.4,5.17,49.9,0.44
3582,1/6/2026,8:00:00,190.4,0.31,25.5,5.17,49.9,0.43
3583,1/6/2026,7:58:00,190.2,0.32,26.8,5.17,50,0.44
3584,1/6/2026,7:56:00,193,0.33,27.6,5.17,50,0.44
3585,1/6/2026,7:54:00,190,0.33,24.8,5.17,50,0.4
3586,1/6/2026,7:52:00,191.9,0.32,26.6,5.17,50,0.43
3587,1/6/2026,7:50:00,189.8,0.43,37,5.16,50,0.46
3588,1/6/2026,7:48:00,187.8,0.34,25.7,5.16,50,0.4
3589,1/6/2026,7:46:00,189.7,0.33,25.5,5.16,50,0.4
3590,1/6/2026,7:44:00,190.5,0.34,25.6,5.16,49.9,0.4
3591,1/6/2026,7:42:00,189.9,0.32,26.2,5.16,50,0.44
3592,1/6/2026,7:40:00,194,0.32,26.5,5.16,50,0.43
3593,1/6/2026,7:38:00,192.1,0.31,26.1,5.16,50,0.43
3594,1/6/2026,7:36:00,192.2,0.32,24.2,5.16,49.9,0.4
3595,1/6/2026,7:34:00,192.9,0.32,24.4,5.16,49.9,0.4
3596,1/6/2026,7:32:00,194.1,0.4,33.2,5.16,50,0.43
3597,1/6/2026,7:30:00,195.3,0.25,16.2,5.16,50,0.34
3598,1/6/2026,7:28:00,196.5,0.28,19.8,5.16,49.9,0.36
3599,1/6/2026,7:26:00,196,0.34,29.4,5.16,50,0.43
3600,1/6/2026,7:24:00,199.6,0.35,28.4,5.15,50,0.41
3601,1/6/2026,7:22:00,199.6,0.35,30.4,5.15,50,0.43
3602,1/6/2026,7:20:00,199.5,0.36,31.3,5.15,50,0.44
3603,1/6/2026,7:18:00,194.5,0.38,33.1,5.15,50,0.45
3604,1/6/2026,7:16:00,194.6,0.36,31.7,5.15,50,0.45
3605,1/6/2026,7:14:00,192.9,0.39,35.5,5.15,50,0.47
3606,1/6/2026,7:12:00,193.8,0.37,33.3,5.15,50,0.46
3607,1/6/2026,7:10:00,194.5,0.32,25.5,5.15,50,0.4
3608,1/6/2026,7:08:00,195.1,0.36,30.4,5.15,50,0.44
3609,1/6/2026,7:06:00,196.7,0.41,39.5,5.14,50,0.49
3610,1/6/2026,7:04:00,198.1,0.35,30.6,5.14,49.9,0.44
3611,1/6/2026,7:02:00,196.5,0.34,28.5,5.14,50,0.42
3612,1/6/2026,7:00:00,197.8,0.32,26.4,5.14,50,0.41
3613,1/6/2026,6:58:00,195.6,0.39,36.9,5.14,50,0.48
3614,1/6/2026,6:56:00,196.6,0.37,33.3,5.14,50,0.46
3615,1/6/2026,6:54:00,198.6,0.33,26.9,5.14,50,0.41
3616,1/6/2026,6:52:00,198.9,0.32,25.8,5.14,50,0.41
3617,1/6/2026,6:50:00,199.5,0.34,29.1,5.14,50,0.43
3618,1/6/2026,6:48:00,199.7,0.34,29,5.14,50,0.42
3619,1/6/2026,6:46:00,201.3,0.34,29.9,5.13,50,0.43
3620,1/6/2026,6:44:00,199,0.35,30.7,5.13,50,0.44
3621,1/6/2026,6:42:00,199.5,0.34,28.6,5.13,50,0.42
3622,1/6/2026,6:40:00,193.2,0.35,30,5.13,50,0.44
3623,1/6/2026,6:38:00,199.4,0.34,28.1,5.13,50,0.41
3624,1/6/2026,6:36:00,196.6,0.33,26.9,5.13,50,0.41
3625,1/6/2026,6:34:00,197.7,0.37,33.1,5.13,50,0.45
3626,1/6/2026,6:32:00,199.2,0.38,34.7,5.13,50,0.46
3627,1/6/2026,6:30:00,197,0.41,38.7,5.13,50,0.48
3628,1/6/2026,6:28:00,197.2,0.43,38.3,5.12,49.9,0.46
3629,1/6/2026,6:26:00,205.5,0.38,35.4,5.12,50,0.46
3630,1/6/2026,6:24:00,202.8,0.33,26.4,5.12,50,0.4
3631,1/6/2026,6:22:00,201.7,0.37,33.1,5.12,50,0.45
3632,1/6/2026,6:20:00,202.7,0.35,30.3,5.12,50,0.42
3633,1/6/2026,6:18:00,200.2,0.42,37.8,5.12,50,0.45
3634,1/6/2026,6:16:00,199.8,0.34,28.6,5.12,50,0.42
3635,1/6/2026,6:14:00,199.1,0.33,26,5.12,50,0.4
3636,1/6/2026,6:12:00,203.2,0.4,38.4,5.12,50,0.47
3637,1/6/2026,6:10:00,202.5,0.36,32.4,5.11,49.9,0.44
3638,1/6/2026,6:08:00,197.5,0.39,35.1,5.11,50,0.46
3639,1/6/2026,6:06:00,193.3,0.34,26.5,5.11,49.9,0.41
3640,1/6/2026,6:04:00,195.3,0.37,31.3,5.11,50,0.44
3641,1/6/2026,6:02:00,197.3,0.37,31.7,5.11,50,0.43
3642,1/6/2026,6:00:00,196.8,0.34,27.4,5.11,50,0.41
3643,1/6/2026,5:58:00,197.3,0.34,27.2,5.11,50,0.41
3644,1/6/2026,5:56:00,197.7,0.35,30,5.11,50,0.43
3645,1/6/2026,5:54:00,198.1,0.34,28.9,5.11,50,0.42
3646,1/6/2026,5:52:00,197.1,0.32,24.7,5.11,50,0.39
3647,1/6/2026,5:50:00,194.2,0.39,35.4,5.11,50,0.47
3648,1/6/2026,5:48:00,197.2,0.31,22.3,5.1,50,0.37
3649,1/6/2026,5:46:00,197,0.25,14.1,5.1,50,0.28
3650,1/6/2026,5:44:00,197.5,0.25,13.7,5.1,50,0.27
3651,1/6/2026,5:42:00,201.6,0.25,13.2,5.1,50,0.26
3652,1/6/2026,5:40:00,202.3,0.25,13.5,5.1,50,0.26
3653,1/6/2026,5:38:00,194.1,0.26,14.6,5.1,50,0.29
3654,1/6/2026,5:36:00,195.7,0.26,14.4,5.1,50,0.29
3655,1/6/2026,5:34:00,198.3,0.25,13.7,5.1,50,0.27
3656,1/6/2026,5:32:00,200.2,0.28,16.4,5.1,50,0.3
3657,1/6/2026,5:30:00,197.6,0.25,14.2,5.1,50,0.28
3658,1/6/2026,5:28:00,200.1,0.25,13.8,5.1,50,0.27
3659,1/6/2026,5:26:00,196.8,0.25,14,5.1,50,0.28
3660,1/6/2026,5:24:00,199.7,0.26,14.9,5.1,50,0.29
3661,1/6/2026,5:22:00,198.9,0.27,15.5,5.1,50,0.29
3662,1/6/2026,5:20:00,199.1,0.26,14.5,5.1,50,0.28
3663,1/6/2026,5:18:00,199.4,0.26,15.4,5.1,49.9,0.29
3664,1/6/2026,5:16:00,195.4,0.26,15.1,5.1,50,0.29
3665,1/6/2026,5:14:00,197.3,0.26,14.7,5.09,50,0.29
3666,1/6/2026,5:12:00,197.7,0.27,15,5.09,50,0.29
3667,1/6/2026,5:10:00,199.4,0.26,14.6,5.09,50,0.28
3668,1/6/2026,5:08:00,196.4,0.29,17.5,5.09,50,0.31
3669,1/6/2026,5:06:00,199.9,0.26,14.6,5.09,50,0.28
3670,1/6/2026,5:04:00,199.4,0.26,14.7,5.09,50,0.28
3671,1/6/2026,5:02:00,202.8,0.26,14.4,5.09,50,0.27
3672,1/6/2026,5:00:00,201.9,0.26,14.9,5.09,50,0.28
3673,1/6/2026,4:58:00,202,0.28,16,5.09,50,0.28
3674,1/6/2026,4:56:00,203.2,0.26,14.2,5.09,50,0.27
3675,1/6/2026,4:54:00,202.2,0.26,14.5,5.09,49.9,0.27
3676,1/6/2026,4:52:00,202.8,0.26,14.3,5.09,50,0.27
3677,1/6/2026,4:50:00,204,0.26,14.5,5.09,49.9,0.27
3678,1/6/2026,4:48:00,203.7,0.25,13.7,5.09,50,0.26
3679,1/6/2026,4:46:00,206.2,0.25,13.3,5.09,50,0.25
